"id","name","prefix"
"7665","Sathyabama University","10.18000"
"7666","Pacific Society for Reproductive Health Charitable Trust","10.18313"
"7667","Gratis Open Access Publishers LLC","10.18314"
"7668","Bratsk State University","10.18324"
"7669","Togliatti State University","10.18323"
"7670","Pozhnauka Publishing House","10.18322"
"7671","Korean Association for Public Administration","10.18333"
"7672","KSI Research Inc.","10.18293"
"7673","BIBLIO-GLOBUS Publishing House","10.18334"
"7674","Korean Women's Institute, Ewha Womans University","10.18341"
"7675","PLURA - Revista de Estudos de Religiao","10.18328"
"7676","Alpha Creation Enterprise","10.18331"
"7677","Korean Geomorphological Association (NRFK)","10.18339"
"7678","Developing Country Think Tank Institute Ltd.","10.18319"
"7679","The Korean Society for Moral and Ethics Education","10.18338"
"7680","Institut Agama Islam Negeri Salatiga","10.18326"
"7681","Sultan Qaboos University","10.53542"
"7681","Sultan Qaboos University","10.53543"
"7681","Sultan Qaboos University","10.53540"
"7681","Sultan Qaboos University","10.53541"
"7681","Sultan Qaboos University","10.18295"
"7681","Sultan Qaboos University","10.53539"
"7681","Sultan Qaboos University","10.61191"
"7682","Center for International Area Studies, Hankuk University of Foreign Studies (KSI)","10.18327"
"7683","PiscoMed Publishing Pte. Ltd.","10.18282"
"7684","Research Publisher Inc.","10.18281"
"7685","Institute of History and Culture Hankuk University of Foreign Studies","10.18347"
"7686","Korean Society for the Scientific Study of Subjectivity","10.18346"
"7687","Lehigh University","10.18275"
"7688","Opuscula Zoologica","10.18348"
"7689","Ivanovo State University","10.46725"
"7689","Ivanovo State University","10.46724"
"7689","Ivanovo State University","10.46726"
"7689","Ivanovo State University","10.18083"
"7689","Ivanovo State University","10.21064"
"7689","Ivanovo State University","10.54347"
"7689","Ivanovo State University","10.54348"
"7690","Magyar Nylev","10.18349"
"7691","Turkiyat Mecmuasi","10.18345"
"7692","Institute for International Studies in Education","10.18344"
"7693","Revista Genero & Direito","10.18351"
"7694","Institute for Poverty Alleviation and International Development","10.18350"
"7695","IFSP Itapetininga","10.18360"
"7696","Uopen Journals","10.18352"
"7697","Carcinological Society of Japan","10.18353"
"7698","Ege Strategic Research Journal","10.18354"
"7699","University of Agronomic Sciences and Veterinary Medicine in Bucharest (UASVMB)","10.17930"
"7700","Universidad Cesar Vallejo","10.18050"
"7701","Revista de Administracao e Negocios da Amazonia","10.18361"
"7702","Balai Penelitian dan Pengembangan Lingkungan Hidup dan Kehutanan Makassar","10.18330"
"7703","PHASELIS","10.18367"
"7704","Associacao Brasileira de Odontologia Rio de Janeiro (ABORJ)","10.18363"
"7706","Instituto Internacional de Analise Termica","10.18362"
"7707","Center for Nanotechnology in Society at UC Santa Barbara","10.17915"
"7709","Revista Evidenciacao Contabil & Financas","10.18405"
"7710","Resources Science","10.18402"
"7711","University of Banking of National Bank of Ukraine (Kyiv)","10.18371"
"7712","Liceu Literario Portugues","10.18364"
"7713","Fundacao Centro Tecnologico de Juiz de Fora (FCT)","10.18407"
"7714","Publishing Office TRILIST","10.18370"
"7715","Universidad Pedagogica Nacional","10.17227"
"7716","Korean Counseling Association","10.18401"
"7717","European Publishing","10.18332"
"7718","IFSULDEMINAS (Instituto Federal do Sul de Minas)","10.18406"
"7719","University of Szczecin","10.18276"
"7720","Australian Housing and Urban Research Institute (AHURI)","10.18408"
"7721","JIPI, Lembaga Penelitian dan Pengabdian kepada Masyarakat","10.18343"
"7722","Slovenska Vzdelavacia a Obstaravacia s.r.o.","10.18355"
"7723","Kozgazdasagi Szemle","10.18414"
"7724","International Journal of Education in Mathematics, Science and Technology","10.18404"
"7725","E-Makalat Mezhep Arastirmalari Dergisi","10.18403"
"7726","Kalvis","10.18412"
"7727","Teknik Dergi","10.18400"
"7728","Instytut Badan Literackich PAN/The Institute of Literary Research PAS","10.18318"
"7729","Private Enterprise, Vladislav Ivanov","10.18411"
"7730","Editora de Livros IABS","10.18472"
"7731","TIRAZH Publishing House","10.18481"
"7732","Universidade Federal do Amapa","10.18468"
"7733","Revista Baiana de Enfermagem","10.18471"
"7734","Lepidopterists' Society","10.18473"
"7735","Paleontological Institute at The University of Kansas","10.18477"
"7736","Celal Bayar University Journal of Science","10.18466"
"7737","Povolzhskiy State University of Telecommunications and Informatics","10.18469"
"7738","Georgia Entomological Society","10.18474"
"7739","The Agricultural Economics Society of Japan","10.18480"
"7740","Belgorod National Research University","10.18413"
"7741","IUFS Journal of Biology","10.18478"
"7742","University of Puerto Rico at Mayaguez","10.18475"
"7743","Institute of Research and Journals","10.18479"
"7744","Stuttgart State Museum of Natural History","10.18476"
"7745","Institute of Applied Ecology","10.18470"
"7746","Level Up Business Center","10.18410"
"7747","International Academy of Business and Economics","10.18374"
"7748","Alkhaer Publications","10.18483"
"7749","Karamanoglu Mehmetbey University","10.63022"
"7749","Karamanoglu Mehmetbey University","10.47948"
"7749","Karamanoglu Mehmetbey University","10.55213"
"7749","Karamanoglu Mehmetbey University","10.55036"
"7749","Karamanoglu Mehmetbey University","10.47770"
"7749","Karamanoglu Mehmetbey University","10.18493"
"7750","Fundacja Medigent","10.18487"
"7751","The Korea-Japan Historical Society","10.18496"
"7752","Beytulhikme An International Journal of Philosophy","10.18491"
"7753","MYU K.K.","10.18494"
"7754","VXL Publishers","10.18320"
"7755","EconoQuantum","10.18381"
"7756","Sosyoloji Arastirmalari Dergisi","10.18490"
"7757","Journal of Linguistics Research","10.18492"
"7758","Saratov State University","10.18500"
"7759","International Electronic Journal of Environmental Education","10.18497"
"7760","VSMU N.N. Burdenko","10.18499"
"7761","Conscientia Beam","10.18488"
"7762","Facultad Latinoamericana de Ciencias Sociales, Mexico (FLACSO)","10.18504"
"7763","Worldwide Protein Data Bank","10.2210"
"7764","Review of the Faculty of Divinity of Amasya University","10.18498"
"7765","Korea Heart Rhythm Society","10.18501"
"7766","Vitebsk State Medical University","10.52540"
"7766","Vitebsk State Medical University","10.18484"
"7766","Vitebsk State Medical University","10.22263"
"7767","Appris Editora e Livraria Eireli - ME","10.18366"
"7768","The Energy and Resources Institute","10.18329"
"7769","Anemon Mus Alparslan Universitesi Sosyal Bilimler Dergisi","10.18506"
"7770","Knowledge E DMCC","10.18502"
"7771","Cumhuriyet Universitesi Ilahiyat Fakultesi Dergisi","10.18505"
"7772","Universidad Nacional Del Altiplano","10.53719"
"7772","Universidad Nacional Del Altiplano","10.18271"
"7772","Universidad Nacional Del Altiplano","10.63525"
"7772","Universidad Nacional Del Altiplano","10.61478"
"7772","Universidad Nacional Del Altiplano","10.70123"
"7772","Universidad Nacional Del Altiplano","10.63543"
"7773","Tarih Incelemeleri Dergisi","10.18513"
"7774","Szent Istvan University Faculty of Economics and Social Sciences","10.18515"
"7775","Mathematical Notes","10.18514"
"7776","Revista Brasileira de Ciencia e Mobimento","10.18511"
"7777","Revista Brasileira de Milho e Sorgo","10.18512"
"7778","Southern Federal University","10.18522"
"7780","Geobalcanica Society","10.18509"
"7781","Current Science Association","10.18520"
"7782","Machine Intelligence Research Labs, Gwalior","10.18486"
"7783","Konuralp Medical Journal","10.18521"
"7784","National University of Kyiv - Mohyla Academy","10.18523"
"7785","Society for Reproductive Biology and Comparative Endocrinology","10.18519"
"7786","The Korea Association of Clinical Ultrasound","10.18525"
"7787","Odesa I.I. Mechnikov National University","10.18524"
"7788","Studia Mundi - Economica","10.18531"
"7789","Biztositas es Kockazat","10.18530"
"7790","Doctrine","10.18527"
"7791","Contemporary Analysis and Applied Mathematics","10.18532"
"7792","Draw Science LLC","10.18516"
"7793","Paul V. Galvin Library/Illinois Institute of Technology","10.18409"
"7794","Maya Global Education Society","10.18510"
"7795","Institute for Analytical Instrumentation of the Russian Academy of Sciences","10.18358"
"7796","Journal of Adolescent Psychology and Psychiatry","10.18482"
"7797","Current Agriculture Science and Technology (CAST)","10.18539"
"7798","University of Deusto","10.18543"
"7799","Universidade Federal de Vicosa","10.18540"
"7800","Society of Gastrointestinal Intervention","10.18528"
"7801","The Korean Association of Psychoanalysis","10.18529"
"7802","LAR Center Press","10.18533"
"7803","Valley International","10.18535"
"7804","Insight Society","10.18517"
"7806","Faculty of Philology, University of Belgrade","10.18485"
"7807","LLC Relevant Medicine","10.18508"
"7808","The Special Education Research Institute","10.18541"
"7809","Associacao Internacional de Ciencias Socias e Humanas em Lingua Portugesa (AILPcsh)","10.18292"
"7810","European Regional Science Association","10.18335"
"7811","Universidade Federal do Triangulo Minero","10.18554"
"7812","Russian Journal of Agricultural and Socio-Economic Sciences","10.18551"
"7813","Rhazes, LLC","10.18550"
"7814","Coventry University, Lanchester Library","10.18552"
"7815","Institute of Combustion Problems","10.18321"
"7817","Korean Institute of Cultural Product Art and Design","10.18555"
"7818","Academy of Managed Care Pharmacy","10.18553"
"7819","Digital Surgery Limited","10.18556"
"7820","Asociacion Peruana de Reproduccion Animal","10.18548"
"7822","Test accounts","10.18810"
"7822","Test accounts","10.5555"
"7822","Test accounts","10.88888"
"7823","Nucleo de Estudos em Saude Publica","10.18569"
"7824","Sociedade Brasileira de Engenharia de Televisao (SET)","10.18580"
"7825","Revista Biota Amazonia","10.18561"
"7826","Universidad Metropolitana","10.18562"
"7828","Escola Superior de Propaganda e Marketing (ESPM)","10.18568"
"7829","Universidade Iguacu - Campus V","10.18571"
"7830","Journal of Artificial Societies and Social Simulation","10.18564"
"7831","Natural Sciences Publishing","10.18576"
"7832","NYU Press","10.18574"
"7833","Associacao Brasileira de Etica e Odontologia Legal (ABOL)","10.18570"
"7834","United Nations Publications","10.18356"
"7835","Krupanidhi Educational Trust","10.18579"
"7836","FSUE All-Russian Scientific Research Institute of Aviation Materials","10.18577"
"7837","Cukurova Arastirmalari Dergisi","10.18560"
"7838","Centro de Investigaciones y Publicaciones Farmaceuticas (CIPF)","10.18549"
"7839","Fundacion Ignacio Larramendi","10.18558"
"7840","AR-Consult, LLC","10.18534"
"7841","Institute for Buddhist Culture","10.18587"
"7842","Asian Journal of Peacebuilding","10.18588"
"7843","Mus Alparslan Universitesi Fen Bilimleri Dergisi","10.18586"
"7844","Osmanli Arastirmalari","10.18589"
"7845","Faculty of Mathematics and Science Education, Universitas Pendidikan Indonesia","10.18269"
"7846","Civilacademy Journal of Social Sciences","10.18595"
"7847","Universidade do Oeste de Santa Catarina","10.18593"
"7848","The Turkish Chemical Society","10.58692"
"7848","The Turkish Chemical Society","10.18596"
"7848","The Turkish Chemical Society","10.37995"
"7849","The Medical Journal of Haydarpasa Numune Training and Research Hospital","10.18594"
"7850","IAIN Antasari","10.18592"
"7851","Korean Society of Community-Based Occupational Therapy Association","10.18598"
"7852","Universidade Federal de Mato Grosso","10.18607"
"7853","Sanat ve Tasarim Dergisi","10.18603"
"7854","Tourism Management Research Organization","10.18604"
"7855","Amazonia: Science and Health","10.18606"
"7856","Revista Cereus","10.18605"
"7857","Liinc em Revista","10.18617"
"7858","Associacao Brasileira de Eletronica de Potencia SOBRAEP","10.18618"
"7859","Society for Learning Analytics Research","10.18608"
"7860","The Modern Linguistic Society of Korea","10.18627"
"7861","Dokuz Eylul Universitesi Tip Fakultesi Dergisi","10.18614"
"7862","Medical Society of the Republic of Srpska","10.18575"
"7863","The Korean Association of Speech Communication","10.18625"
"7864","Urimalgeulhakhoe","10.18628"
"7865","The European Research Journal","10.18621"
"7866","Foundation for the Development of Bone Marrow Transplantation","10.18620"
"7867","Comparative Politics","10.18611"
"7868","Maritime Faculty Journal - Denizcilik Fakultesi Dergisi","10.18613"
"7869","BJU International","10.18591"
"7870","Universidad Externado de Colombia","10.18601"
"7871","CNU Research Institute of Education","10.18612"
"7872","Anadolu Ege Tarimsal Arastirmalar Enstitusu Dergisi","10.18615"
"7873","FSBSI All-Russian Scientfic Research Institute of Vegetable Breeding and Seed Production","10.18619"
"7874","Korean Association of Arabic Language and Literature","10.18630"
"7875","Fundacao Educacional de Criciuma- FUCRI","10.18616"
"7877","PROQURAT Andrzej Prokurat","10.18544"
"7879","Sulcus Publishing","10.18600"
"7880","SENAI Santa Catarina","10.18624"
"7881","The Korean History Education Society","10.18622"
"7882","Editora Dom Helder","10.18623"
"7883","Modern Language Association","10.17613"
"7886","Seref Sagiroglu","10.55859"
"7886","Seref Sagiroglu","10.18640"
"7887","The Korean English Education Society","10.18649"
"7888","Universidad Militar Nueva Granada","10.18359"
"7889","Kernel Press UG (haftungsbeschrankt)","10.18547"
"7890","Secretariat of The Indonesian Biomedical Journal","10.18585"
"7891","Universidad Tecnológica del Chocó Diego Luis Córdoba","10.18636"
"7892","Impact Journals, LLC","10.18632"
"7893","Foundation for Open Access Statistic","10.18637"
"7894","Publishing Society","10.18638"
"7895","Journal of Jewish Studies","10.18647"
"7896","Moscow Institute of Energy-Safety and Energy-Economy","10.18635"
"7897","SATA Publishing Corporation","10.18644"
"7898","Rishi Educational Society","10.18645"
"7899","HATASO Enterprises LLC","10.18639"
"7900","Universidad Pontificia Bolivariana","10.18566"
"7901","Universidad Nacional de Lanus","10.18294"
"7902","Federal Reserve Bank of Kansas City","10.18651"
"7904","Journal of European Education","10.18656"
"7905","The Korean Society of Fashion Design","10.18652"
"7906","Pars Szoftverhaz Kft.","10.18655"
"7907","Korea Humanities Content Society","10.18658"
"7908","HunNet-Media Kft.","10.18660"
"7909","Chinese Society for Mineralogy, Petrology, and Geochemistry","10.18654"
"7910","Korean Association of Corpus Linguistics","10.18659"
"7911","Revista Pauta Geral – Estudos em Jornalismo","10.18661"
"7912","Yonetim ve Ekonomi","10.18657"
"7913","Federacion Colombiana de Obstetricia y Ginecologia","10.18597"
"7914","Turkish Journal of Clinics and Laboratory","10.18663"
"7915","Marshall University Libraries","10.18590"
"7916","Ukrainian State University of Railway Transport","10.18664"
"7917","Centro de Estudos e Pesquisas em Educacao, Cultura e Acao Comunitaria (CENPEC)","10.18676"
"7918","Centro Cientifico Conhecer","10.18677"
"7919","Instituto de Pesquisa e Estudos Florestais (IPEF)","10.18671"
"7920","Instituto Nacional de Salud (Peru)","10.17843"
"7921","Revista Exacta","10.18674"
"7922","Revista Gestao e Saude/NESPROM","10.18673"
"7923","Revista Brasileira de Estudos Políticos da UFMG","10.18672"
"7924","Georesursy LLC","10.18599"
"7925","Translational Neuroscience and Clinics","10.18679"
"7926","Duzce Medical Journal","10.18678"
"7927","Scientific Advances Publishers","10.18642"
"7928","The Publishing Group Jurist","10.18572"
"7929","Universidad Politecnica de Guanajuato","10.18583"
"7930","BioInsights Publishing, Ltd.","10.18609"
"7931","SC LUMEN MEDIA SRL","10.18662"
"7932","The Oil and Gas Institute - National Research Institute","10.18668"
"7933","Centre National de la Recherche Scientifique - Institut des Sciences de l'Evolution de Montpellier","10.18563"
"7934","New Millennium Discoveries","10.18646"
"7935","Universe Scientific Publishing Pte. Ltd.","10.18686"
"7937","Kultur ve Iletisim - Culture & Communication","10.18691"
"7938","LLC Polyforum Group","10.18692"
"7939","The Korean Society of Beauty and Art","10.18693"
"7940","Reunir Revista de Administracao, Contabilidade e Sustentabilidade","10.18696"
"7941","Faroe University Press","10.18602"
"7942","Korea Philosophical Association","10.18694"
"7943","Madridge Publishers, LLC","10.18689"
"7944","Ithaka S&R","10.18665"
"7945","South African Institute of Computer Scientists and Information Technologists","10.18489"
"7946","University of Pittsburgh Library","10.18117"
"7947","Departamento de Educacao da  Universidade Estadual Paulista – UNESP","10.18675"
"7948","Cardiff University Press","10.18573"
"7949","Korean Neurocritical Care Society","10.18700"
"7950","Institute of Cytology and Genetics, SB RAS","10.18699"
"7951","Giftet, Inc.","10.18610"
"7952","IMS Institute Noida","10.18701"
"7953","The Japan Language and Literature Association of Korea","10.18704"
"7954","Seoul International Law Academy","10.18703"
"7955","Asian Concrete Federation","10.18702"
"7956","East-West Art and Culture Studies Association","10.18707"
"7957","Korean Association of Christian Studies","10.18708"
"7958","Gojoseon and Dangun Studies Association","10.18706"
"7959","Bauman Moscow State Technical University","10.18698"
"7960","Arterialnaya Gipertenziya","10.18705"
"7961","Universidad de Sonora","10.36797"
"7961","Universidad de Sonora","10.36796"
"7961","Universidad de Sonora","10.36795"
"7961","Universidad de Sonora","10.36794"
"7961","Universidad de Sonora","10.36800"
"7961","Universidad de Sonora","10.36789"
"7961","Universidad de Sonora","10.36788"
"7961","Universidad de Sonora","10.36799"
"7961","Universidad de Sonora","10.36798"
"7961","Universidad de Sonora","10.18633"
"7961","Universidad de Sonora","10.69504"
"7961","Universidad de Sonora","10.36793"
"7961","Universidad de Sonora","10.52906"
"7961","Universidad de Sonora","10.36792"
"7961","Universidad de Sonora","10.59420"
"7961","Universidad de Sonora","10.36791"
"7961","Universidad de Sonora","10.47807"
"7961","Universidad de Sonora","10.36790"
"7961","Universidad de Sonora","10.46589"
"7961","Universidad de Sonora","10.46588"
"7961","Universidad de Sonora","10.69506"
"7961","Universidad de Sonora","10.69505"
"7962","Gineco.EU","10.18643"
"7963","INFOCOMP Journal of Computer Science","10.18760"
"7964","Escuela de Postgrados de la FAC","10.18667"
"7965","Journal of Extension Systems","10.18765"
"7966","Revista do Tribunal de Contas do Estado de Minas Gerais","10.18763"
"7967","Universidade Federal do Maranhao","10.18764"
"7968","Associacao Educacional de Araras","10.18762"
"7969","Associacao Paradigma - Centro de Ciencias e Tecnologia do Comportamento","10.18761"
"7970","Sociedade de Ensino Superior de Vitoria","10.18759"
"7971","Uyusmazlik Mahkemesi Dergisi","10.18771"
"7972","Universidade Federal do Pará","10.18542"
"7973","International Organization Center of Academic Research","10.46529"
"7973","International Organization Center of Academic Research","10.18768"
"7973","International Organization Center of Academic Research","10.18769"
"7973","International Organization Center of Academic Research","10.51508"
"7973","International Organization Center of Academic Research","10.47696"
"7974","European Journal of Educational Studies","10.18767"
"7975","The Japanese Language and Literature Society of Korea","10.18631"
"7977","InterEspaco: Revista de Geografia e Interdisciplinaridade","10.18766"
"7978","Korea Electric Power Corporation","10.18770"
"7979","Hellenic Semiotic Society","10.18680"
"7980","University of Southern Mississippi","10.18785"
"7982","Asociatia Pentru Cresterea Vizibilitatii Cercetarii Stiintifice (ACVCS)","10.11599"
"7982","Asociatia Pentru Cresterea Vizibilitatii Cercetarii Stiintifice (ACVCS)","10.18683"
"7983","Fundacion Universidad de Palermo","10.18682"
"7984","Neurosurgical Atlas,Inc.","10.18791"
"7985","Revista Lugares de Educacao","10.18788"
"7987","Mavi Atlas","10.18795"
"7988","Moscow Regional Research and Clinical Institute (MONIKI)","10.18786"
"7989","Korean Rhinologic Society","10.18787"
"7990","Ugol Journal Edition LLC","10.18796"
"7992","The World Society of Taekwondo Culture","10.18789"
"7993","Inovatus Usluge d.o.o.","10.18775"
"7994","Poznań University of Economics and Business","10.18559"
"7995","European Centre for Disease Control and Prevention (ECDC)","10.2807"
"7996","The International Institute of Knowledge Management, Pvt, Ltd.","10.17501"
"7997","Sagamore Publishing, LLC","10.18666"
"7998","World Association of Chinese Character Studies","10.18369"
"7999","Vital Biotech","10.18782"
"8000","IEA Solar Heating and Cooling Programme","10.18777"
"8001","Universidad Tecnica Estatal de Quevedo","10.18779"
"8002","Korea Parliamentary Research Institute","10.18808"
"8003","NPS MedicineWise","10.18773"
"8004","Agricultural Research Communication Center","10.18805"
"8005","British Association for the Study of Religions (BASR)","10.18792"
"8006","Youngsan Theological Institute","10.18804"
"8007","The Society of Service Science","10.18807"
"8008","Enliven Archive","10.18650"
"8009","Sociedad Espanola de Bioquimica y Biologia Molecular (SEBBM)","10.18567"
"8010","Pakistan Society of Nematologists","10.18681"
"8011","Peace, Conflict and Development:  An Interdisciplinary Journal","10.18798"
"8012","Bionika Media","10.18565"
"8013","Institute of Education Press","10.18546"
"8014","Revista Mexicana de Fitopatologia, Mexican Journal of Phytopathology","10.18781"
"8015","Journal BiNET","10.18801"
"8016","Societe d'Etudes Franco-Coreennes","10.18812"
"8017","International Society of Environmental Botanists","10.18811"
"8018","DrJ Publishers, Inc.","10.18802"
"8019","Pierson Memorial Bible Institute","10.18813"
"8020","Sociedad Espanola de Paleontologia","10.18790"
"8021","International Union of Geological Sciences","10.18814"
"8022","Revista Brasileira de Inovacao Tecnologica em Saude (R-BITS)","10.18816"
"8023","Associacao Portuguesa de Sistemas de Informacao","10.18803"
"8024","Faculdade Antonio Meneguetti","10.18815"
"8025","Zayed University Press","10.18538"
"8026","National Research Tomsk Polytechnic University","10.18799"
"8027","Office of Religious Research and Development","10.18784"
"8028","E3 Journals Ltd.","10.18685"
"8029","Canadian Arena of Applied Scientific Research, Ltd.","10.18797"
"8030","Neal A. Maxwell Institute for Religious Scholarship","10.18809"
"8031","Library of Technological Educational Institute of Athens","10.18780"
"8032","Yugra State University","10.18822"
"8033","The French Language and Literature Association of Korea","10.18824"
"8034","The Journal of Medical Investigations","10.18827"
"8035","The Journal of Asia TEFL","10.18823"
"8036","Ibrahim Erdemir","10.18826"
"8036","Ibrahim Erdemir","10.55238"
"8037","Izdatelstvo Meditsina","10.18821"
"8038","International Review of Economics and Management","10.18825"
"8039","Economic Analysis of Law Review","10.18836"
"8040","Revista de Pesquisa em Políticas Publicas","10.18829"
"8041","Revista Direito e Acao","10.18837"
"8042","Revista Juridica Uniandrade","10.18835"
"8043","Programa de Pos-Graduacao em Arquitetura e Urbanismo - Univ. de Brasilia","10.18830"
"8044","Uniwersytet Lodzki (University of Lodz)","10.18778"
"8045","Revista de Direito Internacional Economico e Tributario","10.18838"
"8046","Revista do Mestrado em Direito da Universidade Catolica de Brasilia: Escola de Direito","10.18840"
"8047","Revista de Estudos e Pesquisas Avancadas do Terceiro Setor","10.18839"
"8048","Institute of Japanese Studies Dankook University","10.18841"
"8049","The Korean Language and Culture Education Society","10.18842"
"8050","AFRICAN SUN MeDIA","10.52779"
"8051","International Journal of Agricultural and Veterinary Sciences","10.18819"
"8052","Universidad del Cauca","10.64377"
"8052","Universidad del Cauca","10.47374"
"8052","Universidad del Cauca","10.47375"
"8052","Universidad del Cauca","10.47373"
"8052","Universidad del Cauca","10.47497"
"8052","Universidad del Cauca","10.18684"
"8053","University of Maribor","10.18690"
"8055","Medical University of Silesia in Katowice","10.47590"
"8055","Medical University of Silesia in Katowice","10.18794"
"8056","Oscar M. Lopez for Climate Change Adaptation and Disaster Risk Management Foundation, Inc.","10.18783"
"8057","The Korean Society of Physical Therapy","10.18857"
"8058","SoftPower","10.17450"
"8059","The Korean Society of Surgical Metabolism and Nutrition","10.18858"
"8060","Summa Psicologica UST","10.18774"
"8061","DJ Publications","10.18831"
"8062","Uluslararasi Turk Egitim Bilimleri Dergisi","10.18851"
"8063","The Social Science Research Institute","10.18859"
"8064","ERM Publications","10.18843"
"8065","The Korean Ethics Education Association","10.18850"
"8066","LACCEI (Latin American and Caribbean Consortium of Engineering Institutions)","10.18687"
"8067","Birlesik Dunya Yenilik Arastirma ve Yayincilik Merkezi","10.18844"
"8068","Korean Society for Lacan and Contemporary Psychoanalysis","10.18873"
"8069","Universidad de Oviedo","10.17811"
"8069","Universidad de Oviedo","10.47579"
"8070","Current Approaches in Psychiatry","10.18863"
"8071","The Association of Popular Narrative","10.18856"
"8072","University of Guam Press","10.18871"
"8073","Brand Design Association of Korea","10.18852"
"8074","The Linguistic Society of Korea","10.18855"
"8075","The Jungang English Language and Literature Association of Korea","10.18853"
"8077","Dokuz Eylul Universitesi","10.18872"
"8078","Korean Political Science Association","10.18854"
"8079","Northern Institute","10.18793"
"8080","African Journal of Food, Agriculture, Nutrition and Development","10.18697"
"8081","Department of Mechanical and Biosystem Engineering IPB","10.19028"
"8082","CASRP: Center of Advanced Scientific Research and Publications","10.18869"
"8083","RCVS Knowledge","10.18849"
"8084","Grupo de Estudios en Seguridad Internacional (GESI)","10.18847"
"8085","Jurnal Akuakultur Indonesia","10.19027"
"8086","Norske Dansekunstnere","10.18862"
"8087","Maxwell Scientific Publication Corp.","10.19026"
"8088","Universidad ORT Uruguay","10.18861"
"8090","The Institute for Northeast Asian Law Chonbuk National University","10.19035"
"8091","British Institute at Ankara","10.18866"
"8092","The Society of Korean Semantics","10.19033"
"8093","Koreanisch-Deutsche Gesellschaft fuer Sozlaiwssenschaften","10.19032"
"8094","Ecocycles","10.19040"
"8095","Korean Home Economics Education Association","10.19031"
"8096","TESL Canada Federation","10.18806"
"8097","Korean Association of Youth Welfare","10.19034"
"8098","Academy for 21st Century Christian Society and Culture","10.19036"
"8099","Department of Computer Engineering, Faculty of Computer Science, Universitas Sriwijaya","10.18495"
"8100","Sistema de Bibliotecas PUCP","10.18800"
"8101","American Society of Naval Engineers (ASNE)","10.18670"
"8103","Clute Institute","10.19030"
"8104","Applied Mathematics & Computation Center","10.19029"
"8105","The Korean Society for Thinking and Communication","10.19042"
"8106","Studies of the Ottoman Domain","10.19039"
"8107","Association of Global Studies Education","10.19037"
"8108","Space Applications Centre","10.19038"
"8109","Bloomberg LP","10.18818"
"8110","Foundation of Nursing Studies","10.19043"
"8111","Bolan Society for Pure and Applied Biology (BSPAB)","10.19045"
"8112","Common Ground Research Networks","10.18848"
"8114","Maulana Malik Ibrahim State Islamic University","10.18860"
"8115","European Scientific Institute, ESI","10.19044"
"8116","Universidad de La Salle","10.19052"
"8117","V.V. Dokuchaev Soil Science Institute","10.19047"
"8118","Universidad Pedagógica y Tecnológica de Colombia","10.19053"
"8119","Association of Forensic Medical Experts","10.19048"
"8120","Daegu University Research Institute of the Korea Special Education","10.19049"
"8121","Modern Korean Literature Association","10.19050"
"8122","Korean Association of Sports and Entertainment Law","10.19051"
"8124","Faculty of Medicine, Universiti Kebangsaan Malaysia","10.17845"
"8125","Mukaddime","10.19059"
"8126","Gazi Academic View","10.19060"
"8127","Journal of Special Education and Rehabilitation","10.19057"
"8129","Institute of Chemical Research of Catalonia","10.19061"
"8130","Instituto Nacional de Defensa de la Competencia y la Propiedad Intelectual (INDECOPI)","10.19063"
"8131","Henri Coanda Air Force Academy","10.19062"
"8132","Sociedad Mexicana de Ingenieria Sismica A.C.","10.18867"
"8133","Council on Undergraduate Research","10.18833"
"8135","Frederick Douglass Institute Collaborative","10.19054"
"8136","The Korean Society for Teaching English Literature","10.19068"
"8137","The Society for Asian Philosophy in Korea: SPK","10.19065"
"8138","International Journal of Medical and Dental Sciences","10.19056"
"8139","Mehr Publishing Group","10.19082"
"8140","The Korean Society for Cognitive Science","10.19066"
"8141","Institute of Governmental Studies","10.19067"
"8142","Institute of Iberoamerican Studies","10.19058"
"8143","Universidad Peruana de Ciencias Aplicadas","10.19083"
"8144","Scholarena, LLC","10.18875"
"8145","Maden Tetkik ve Arama Dergisi","10.19076"
"8146","Revista Contextus Universidade Federal do Ceara","10.19094"
"8147","Juniper Press","10.19098"
"8148","The Korean Association of Space and Environment Research","10.19097"
"8149","The Korean Society of Calligraphy","10.19077"
"8150","Review of International Law and Politics","10.19096"
"8151","Revista de Ciencias da Educacao","10.19091"
"8152","Scienceflora Publishers Pvt. Ltd.","10.19071"
"8153","International Journal of Engineering Technologies","10.19072"
"8154","Siberian Law University","10.19073"
"8155","The Society of Korean Dialectology","10.19069"
"8156","Revista e-ciencia","10.19095"
"8157","LLC Publishing House Internauka","10.19075"
"8158","Faculty of Philosophy, University of Novi Sad","10.19090"
"8159","Institute of Development Studies","10.35648"
"8159","Institute of Development Studies","10.19088"
"8160","Revista de Estudos Sociais","10.19093"
"8161","Sibeocenter LLC","10.19074"
"8162","Instituto Rede de Pesquisa Empirica em Direito (REED)","10.19092"
"8163","College of Humanities and Social Sciences, UAEU","10.19089"
"8164","Juniper Publishers","10.19080"
"8165","SCHOLEDGE Publishing","10.19085"
"8166","Sociedade de Ciencias Agrarias de Portugal","10.19084"
"8167","Jurnal Veteriner","10.19087"
"8168","Center for Environmental Research, Institute of Research and Community Services (IPB)","10.19081"
"8169","sdvig press","10.19079"
"8170","Alliance of Diamond Open Access Journals","10.19086"
"8171","ACCENTS","10.19101"
